"Select Range,""Pilih kisaran"";;"
"Select Visible,""Pilih dapat dilihat"";;"
"Select date,""Pilih tanggal"";;"
"Select website from map,""Pilih situs dari map"";;"
"Select website to map,""Pilih situs ke map"";;"
"Shipment Comments,""Komentar pengiriman"";;"
"Shipment History,""Riwayat pengiriman"";;"
"Shipping Address,""Alamat pengiriman"";;"
"Shipping address selection is not applicable,""pemilihan alamat Pengiriman  tidak berlaku "";;"
"Shipping method selection is not applicable,""Pemilihan metode pengiriman tidak berlaku"";;"
"Show By,""Ditampilkan oleh"";;"
"Show Report For,""Tunjukan laporan untuk"";;"
"Show confirmation page: ,""Tunujkan halam konfirmasi: "";;"
"Silent Post URL:,""URL post diam:"";;"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.,""Beberapa barang dalam urutan ini memiliki faktur yang berbeda dan jenis pengiriman. Anda dapat membuat pengiriman hanya setelah faktur dibuat "";.;
"
"Some other FAQ,""beberapa FAQ lain"";;"
"Sort Order,""Urutan Pesanan"";;"
"Special Price:,""Harga khusus:"";;"
"Spreadsheet Name:,""Nama Spreadsheet:"";;"
"Staging Store: ,""Pementasan toko: "";;"
"Staging Website: ,""Pementasan situs: "";;"
"Start Date,""Tanggal mulai"";;"
"Start/Reset Validation...,""mulai/Reset Validasi..."";;"
"Starting profile execution, please wait...,""memulai eksekusi rofil, silakan tunggu..."";;"
"State/Province:,""Negara/Provinsi:"";;"
"Status,""Status"";;"
"Status:,""Status:"";;"
"Stock Quantity:,""Kuantitas Stok:"";;"
"Store:,""Toko:"";;"
"Store: ,""Toko: "";;"
"Subpackage,""Sub Paket"";;"
"Subpackages,""Sub Paket"";;"
"Summary:,""Ringkasan:"";;"
"Switch/Solo Only,""Beralih/Hanya Tunggal"";;"
"Switch/Solo card issue number: %s,""Beralih/Memberikan nomer kartu tunggal: %s"";;"
"Switch/Solo card start Date: %s/%s,""Beralih/Mulai hari kartu tunggal: %s/%s"";;"
"Switch/Solo/Maestro Only,""Beralih/Tunggal/Hanya Maestro"";;"
"Switch/Solo/Maestro(UK Domestic) Only,""Beralih/Tunggal/Maestro(UK Domestic) Hanya"";;"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s,""Beralih/Solo/Maestro(UK Domestik) nomor terbit kartu: %s"";;"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s,""berpindah/Solo/Maestro(UK Domestik) Tanggal mulai kartu: %s/%s"";;"
"Synchronization is required.,""Sinkronisasi dibutuhkan."";;"
"System busy,""Sistem Sibuk"";;"
"T-Shirts,""T-Shirts"";;"
"Target,""Sasaran"";;"
"Tell a Friend,""Beritahu Teman"";;"
"The card has failed verification with the issuer bank.,""Kartu ini telah gagal verifikasi dengan bank penerbit."";;"
"The information in this tab has been changed.,""Informasi dalam tab ini telah diubah."";;"
"Theme configurations are successfully reset.,""Konfigurasi tema berhasil diulang."";;"
"There has been wrong payment information submitted or time limit has expired. Please, try again.,""Telah ada informasi pembayaran yang salah dimasukan atau batas waktu telah berakhir. Silakan, coba lagi "";.;"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.,""Ini adalah toko demo. Setiap order yang dilakukan melalui toko ini tidak akan dihormati atau dipenuhi "";.;"
"This is a required field.,""Ini dibutuhkan bidang."";;"
"This tab contains invalid data. Please solve the problem before saving.,""Tab ini berisi data yang tidak valid. Silahkan mengatasi masalah tersebut sebelum menyimpan "";.;"
"Thumbnail,""Thumbnail"";;"
"Time selection:,""Pemilihan waktu:"";;"
"Time:,""Waktu:"";;"
"Title bar,""Judul bar"";;"
"To,""ke"";;"
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.,""Untuk membatalkan otorisasi tertunda dan jumlah rilis yang sudah diproses selama pembayaran ini, klik Batal "";.;"
"To use Payflow Link, you must configure your Payflow Link account on the Paypal website.,""Untuk menggunakan Tautan Payflow, Anda harus mengkonfigurasi akun tautan Payflow  Anda di situs Paypal."";;"
"Top 5 Search Terms,""Syarat pencarian top 5"";;"
"Total %d records found,""Total %d Catatan ditemukan"";;"
"Track order,""Lacak Pesanan"";;"
"Track this shipment,""Lacak Kiriman ini"";;"
"Transaction Data,""Transaksi Data"";;"
"Transaction Details,""Rincian Transaksi"";;"
"Transaction ID,""ID Transaksi"";;"
"Transaction Type,""Jenis Transaksi"";;"
"Try Magento Go for Free,""Coba Magento Go secara gratis"";;"
"Type,""Jenis"";;"
"Type:,""Jenis:"";;"
"Unable to login.,""Tidak dapat login."";;"
"Unknown Error,""Kesalahan tidak diketahui"";;"
"Unknown Error.,""Kesalahan tidak diketahui."";;"
"Unselect All,""Batalkan Semua"";;"
"Unselect Visible,""Batalkan yang terlihat"";;"
"Update Preview,""Perbarui Pratinjau"";;"
"Updated At,""Perbarui pada"";;"
"Use Default Value,""Gunakan nilai standar"";;"
"Use Silent Post:,""Gunakan Post diam:"";;"
"User,""Pengguna"";;"
"User Name,""Nama Pengguna"";;"
"User Roles,""Peran Pengguna"";;"
"User name,""Nama Penguna"";;"
"Users,""Pengguna"";;"
"Validation Results,""Hasil Validasi"";;"
"Value Delimiter:,""Nilai Pembatas:"";;"
"Version:,""Versi:"";;"
"View,""Tampilan"";;"
"View Details,""Lihat Rincian"";;"
"View Gallery,""Lihat Galeri"";;"
"View Statistics For,""Lihat Statistik untuk"";;"
"Visibility:,""Visibilitas:"";;"
"WS-I Compliance,""Kepatuhan WS-I"";;"
"Warning! Empty value can cause problems with CSV format.,""Peringatan! Nilai kosong dapat menyebabkan masalah dengan format CSV."";;"
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?,""Peringatan!\r\nAksi ini akan menghapus pengguna ini dari peranan yang sudah ditetapkan \r\nAnda yakin?"";;"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?,""Peringatan!\r\nAksi ini akan menghapus para pengguna dari peran yang sudah ditetapkan\r\nApakah anda yakin?"";;"
"Warning: Please do not close the window during importing/exporting data,""Peringatan: Jangan menutup jendela selama mengimpor / mengekspor data"";;"
"We detected that your JavaScript seem to be disabled.,""Kami mendeteksi bahwa JavaScript Anda tampaknya dinonaktifkan."";;"
"Web Services,""Layanan Web"";;"
"Web Services Configuration,""Konfigurasi Layanan Web"";;"
"Website: ,""Situs: "";;"
"Websites,""Situs"";;"
"Websites / Stores,""Situs  / Toko"";;"
"What is this?,""Apakah ini?"";;"
"Yes,""Ya"";;"
"You have %s unread message(s).,""Anda memiliki %s pesan belum terbaca(s)."";;"
"You must have JavaScript enabled in your browser to utilize the functionality of this website.,""Anda harus memiliki  JavaScript aktif di browser anda untuk memanfaatkan fungsi dari website ini."";;"
"Your account has been deactivated.,""Akun anda telah dinonaktifkan."";;"
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.,""Pengaturan server PHP anda memungkinkan Anda untuk mengunggah berkas tidak lebih dari %s setiap kalinya. Silahkan modifikasi post_max_size (currently is %s) dan upload_max_filesize (currently is %s) nilai dalam php.ini jika anda inggin mengunggah berkar yang berkas."";;"
"Zip/Postal Code:,""Zip/Kode pos:"";;"
"critical,""kritis"";;"
"images/logo.gif,""images/logo.gif"";;"
"items selected,""barang dipilih"";;"
"major,""besar"";;"
"md5sum,""md5sum"";;"
"minor,""kecil"";;"
"notice,""pemberitahuan"";;"
"of %s pages,""dari %s halaman"";;"
"or,""atau"";;"
"per page,""perhalaman"";;"
"to,""Untuk"";;"
