"All Cache,""Semua Cache"";;;;",,,
"All Files,""Semua File"";;;;",,,
"All Reviews,""Semua Review"";;;;",,,
"All Store Views,""Semua Store View"";;;;",,,
"All Tags,""Semua Tag"";;;;",,,
"All Websites,""Semua Situs Jejaring"";;;;",,,
"All countries,""Semua negara"";;;;",,,
"All fields,""Semua Bidang"";;;;",,,
"All locations,""Semua lokasi"";;;;",,,
"All possible rates were fetched, please click on ""Save"" to apply,""Semua harga yang mungkin diambil, silakan klik pada """" Simpan """" untuk menerapkan"";;;;",,,
"All rates were fetched, please click on ""Save"" to apply,""Semua harga yang diambil, silakan klik pada tombol """" Simpan """" untuk menerapkan "";;;;",,,
"All valid rates have been saved.,""Semua Harga Yang berlaku Telah disimpan."";;;;",,,
"Amounts,""Jumlah"";;;;",,,
"An error has occured while syncronizing media storages.,""Terjadi Galat ketika sinkronisasi Media penyimpanan."";;;;",,,
"An error occurred while clearing the JavaScript/CSS cache.,""Terjadi galat saat kliring JavaScript / CSS Cache."";;;;",,,
"An error occurred while clearing the image cache.,""Terjadi Galat ketika membersihkan cache gambar."";;;;",,,
"An error occurred while creating the backup.,""Terjadi Galat ketika Membuat Backup."";;;;",,,
"An error occurred while deleting email template data. Please review log and try again.,""Terjadi galat saat menghapus data kerangka email. Harap tinjau log dan coba lagi."";;;;",,,
"An error occurred while deleting this role.,""Terjadi galat saat menghapus tugas ini."";;;;",,,
"An error occurred while deleting this set.,""Terjadi galat saat menghapus set ini."";;;;",,,
"An error occurred while deleting this template.,""Terjadi galat saat menghapus kerangka ini."";;;;",,,
"An error occurred while finishing process. Please refresh the cache,""Terjadi galat saat penyelesaian. Mohon Perbarui cache"";;;;",,,
"An error occurred while rebuilding the CatalogInventory Stock Status.,""Terjadi galat saat membangun kembali Status Stock CatalogInventory."";;;;",,,
"An error occurred while rebuilding the catalog index.,""Terjadi galat saat membangun kembali indeks katalog."";;;;",,,
"An error occurred while rebuilding the flat catalog category.,""Terjadi galat saat membangun kembali kategori katalog datar."";;;;",,,
"An error occurred while rebuilding the flat product catalog.,""Terjadi galat saat membangun kembali katalog produk datar."";;;;",,,
"An error occurred while rebuilding the search index.,""Terjadi galat saat membangun kembali indeks pencarian."";;;;",,,
"An error occurred while refreshing the Catalog Rewrites.,""Terjadi galat saat memperbaruhi Katalog Penulisan ulang."";;;;",,,
"An error occurred while refreshing the Layered Navigation indices.,""Terjadi galat ketika memperbaruhi Indeks Navigasi Berlapis."";;;;",,,
"An error occurred while refreshing the catalog rewrites.,""Terjadi Galat ketika memperbaruhi katalog penulisan ulang."";;;;",,,
"An error occurred while refreshing the layered navigation indices.,""Terjadi galat ketika memperbaruhi Indeks Navigasi Berlapis."";;;;",,,
"An error occurred while saving account.,""Terjadi galat ketika menyimpan akun."";;;;",,,
"An error occurred while saving the customer.,""Terjadi galat ketika menyimpan pelanggan."";;;;",,,
"An error occurred while saving this configuration:,""Terjadi galat ketika menyimpan konfigurasi ini:"";;;;",,,
"An error occurred while saving this role.,""Terjadi galat saat menyimpan peranan ini."";;;;",,,
"An error occurred while saving this template.,""Terjadi galat saat menyimpan kerangka ini."";;;;",,,
"An error occurred while updating the selected review(s).,""Terjadi galat saat memperbarui tinjauan yang dipilih."";;;;",,,
"Any,""Apapun"";;;;",,,
"Any Attribute Set,""Setiap Set Atribut"";;;;",,,
"Any Group,""Setiap Kelompok"";;;;",,,
"Any Status,""Setiap Status"";;;;",,,
"Any Store,""Setiap Penyimpanan"";;;;",,,
"Any Type,""Setiap Jenis"";;;;",,,
"Any Visibility,""Setiap Visibilitas"";;;;",,,
"Archive file name:,""Arsip nama file:"";;;;",,,
"Are you sure that you want to delete this template?,""Apakah Anda yakin ingin menghapus kerangka ini?"";;;;",,,
"Are you sure that you want to strip tags?,""Apakah Anda yakin bahwa Anda ingin memotong tag?"";;;;",,,
"Are you sure you want to do this?,""Apakah Anda yakin ingin melakukan ini?"";;;;",,,
"Area,""Area"";;;;",,,
"As low as:,""Serendah:"";;;;",,,
"Assigned,""ditugaskan"";;;;",,,
"Attribute Set Name:,""Nama Set Atribut:"";;;;",,,
"Attribute set successfully saved.,""Set atribut berhasil disimpan."";;;;",,,
"Attribute set was successfully removed.,""Set atribut telah berhasil dibuang."";;;;",,,
"Attributes,""Atribut"";;;;",,,
"Authors,""Penulis"";;;;",,,
"Automatic,""Otomatis"";;;;",,,
"Available Products,""Produk Tersedia"";;;;",,,
"Average Order Amount,""Jumlah Oerder Rata-rata"";;;;",,,
"Average Orders,""Rata-rata Order"";;;;",,,
"BINARY,""Biner"";;;;",,,
"Back,""Kembali"";;;;",,,
"Back to Login,""Kembali ke Login"";;;;",,,
"Backup,""Backup"";;;;",,,
"Backup record was deleted,""Record backup berhasil dihapus"";;;;",,,
"Backup successfully created,""Backup berhasil dibuat"";;;;",,,
"Backups,""Backup"";;;;",,,
"Base currency,""Mata Uang Dasar"";;;;",,,
"Bcc,""Bcc"";;;;",,,
"Bestsellers,""Terlaris"";;;;",,,
"Big Image,""Gambar Besar"";;;;",,,
"Billing Address,""Alamat Tagihan"";;;;",,,
"Billing Address: ,""Alamat Tagihan: "";;;;",,,
"Billing Agreement,""Kontrak Tagihan"";;;;",,,
"Billing Agreements,""Kontrak Tagihan"";;;;",,,
"Block Information,""Block Information"";;;;",,,
"Both (without and with tax),""Both (without and with tax)"";;;;",,,
"Both IPN and PDT,""Both IPN and PDT"";;;;",,,
"Browse Files...,""Jelajah Berkas..."";;;;",,,
"Bundle Items,""Barang Bundel"";;;;",,,
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.,""Bundel dengan harga dinamis tidak dapat menyertakan pilihan khusus yang ditentukan. Pilihan tidak akan disimpan."";;;;",,,
"CRITICAL,""kritis"";;;;",,,
"CSV,""CSV"";;;;",,,
"CSV / Tab separated,""CSV / dipisahkan oleh Tab"";;;;",,,
"Cache Control,""kontrol Cache"";;;;",,,
"Cache Control (beta),""Kontrol Cache (beta)"";;;;",,,
"Cache Management,""Manajemen Cache"";;;;",,,
"Can not add new comment.,""Tidak dapat menambah komentar baru."";;;;",,,
"Can not add tracking number.,""Tidak dapat menambah nomor pelacakan."";;;;",,,
"Can not delete tracking number.,""Tidak dapat menghapus nomor pelacakan."";;;;",,,
"Can not do credit memo for order,""Tidak bisa melakukan memo kredit untuk pesanan"";;;;",,,
"Can not do invoice for order,""Tidak dapat membuat faktur untuk pesanan"";;;;",,,
"Can not do shipment for order.,""Tidak dapat melakukan pengiriman untuk pesanan."";;;;",,,
"Can not initialize shipment for adding tracking number.,""Tidak dapat menginisialisasi pengiriman untuk menambahkan nomor pelacakan."";;;;",,,
"Can not initialize shipment for delete tracking number.,""Tidak dapat menginisialisasi pengiriman untuk menghapus nomor pelacakan."";;;;",,,
"Can not load track with retrieving identifier.,""Tidak dapat memuat jalur dengan pengambilan pengenal."";;;;",,,
"Can not retrieve tracking number detail.,""Tidak dapat mengambil nomor pelacakan terperinci."";;;;",,,
"Can not save credit memo,""Tidak dapat menyimpan memo kredit"";;;;",,,
"Can not save invoice,""Tidak dapat menyimpan faktur"";;;;",,,
"Can not save shipment.,""Tidak dapat menyimpan pengiriman."";;;;",,,
"Can not send shipment information.,""Tidak dapat mengirim informasi pengiriman."";;;;",,,
"Can not update item qty,""Tidak dapat memperbarui kuantitas barang"";;;;",,,
"Can't delete design change,""Tidak dapat menghapus perubahan desain"";;;;",,,
"Can't find email address.,""Tidak dapat menemukan alamat email."";;;;",,,
"Cancel,""Batal"";;;;",,,
"Cancel URL: ,""URL Batal: "";;;;",,,
"Cannot add new comment.,""Tidak dapat menambah komentar baru."";;;;",,,
"Cannot add tracking number.,""tidak dapat menambahkan nomor pelacakan."";;;;",,,
"Cannot create an invoice without products.,""Tidak dapat membuat faktur tanpa produk."";;;;",,,
"Cannot create credit memo for the order.,""Tidak dapat membuat memo kredit untuk pesanan."";;;;",,,
"Cannot delete the design change.,""Tidak dapat menghapus perubahan desain."";;;;",,,
"Cannot delete tracking number.,""Tidak dapat menghapus nomor pelacakan."";;;;",,,
"Cannot do shipment for the order separately from invoice.,""Tidak bisa melakukan pengiriman terpisah dari faktur."";;;;",,,
"Cannot do shipment for the order.,""Tidak bisa melakukan pengiriman untuk pesanan."";;;;",,,
"Cannot find the email address.,""Tidak dapat menemukan alamat email."";;;;",,,
"Cannot initialize shipment for adding tracking number.,""Tidak dapat menginisialisasi pengiriman untuk menambahkan nomor pelacakan."";;;;",,,
"Cannot initialize shipment for delete tracking number.,""Tidak dapat menginisialisasi pengiriman untuk menghapus nomor pelacakan."";;;;",,,
"Cannot load track with retrieving identifier.,""Tidak dapat memasukkan pelacak dengan pengambilan identitas."";;;;",,,
"Cannot retrieve tracking number detail.,""Tidak dapat mengambil nomor pelacakan secara rinci."";;;;",,,
"Cannot save shipment.,""Tidak dapat menyimpan pengiriman."";;;;",,,
"Cannot save the credit memo.,""Tidak dapat menyimpan memo kredit."";;;;",,,
"Cannot send shipment information.,""Tidak dapat mengirim informasi pengiriman."";;;;",,,
"Cannot update item quantity.,""Tidak dapat memperbarui jumlah item barang."";;;;",,,
"Cannot update the item\'s quantity.,""Tidak dapat memperbarui kuantitas item."";;;;",,,
"Card Verification Number,""Nomor Verifikasi Kartu"";;;;",,,
"Carrier,""pembawa"";;;;",,,
"Catalog,""katalog"";;;;",,,
"Catalog Price Rules,""katalog Aturan Harga"";;;;",,,
"Catalog Rewrites,""Katalog Penilisan Ulang"";;;;",,,
"Catalog Rewrites was refreshed successfully,""Penulisan ulang katalog berhasil di perbarui"";;;;",,,
"Catalog Rewrites were refreshed successfully,""Penulisan ulang katalog berhasil diperbarui"";;;;",,,
"CatalogInventory Stock Status rebuild error. Please try again later,""katalog status persediaan stok yang di buat ulang mengalami galat.silakan coba lagi nanti"";;;;",,,
"CatalogInventory Stock Status was rebuilt successfully,""Katalog status persediaan stok telah di buat ulang dengan sukses"";;;;",,,
"Category,""Kategori"";;;;",,,
"Category:,""kategori:"";;;;",,,
"Chairs,""kursi"";;;;",,,
"Change Orientation,""Orientasi Perubahan"";;;;",,,
"Changes have been saved to theme.,""Perubahan telah disimpan ke tema."";;;;",,,
"Channel,""Kanal"";;;;",,,
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.,""Bagan dinonaktifkan. Jika Anda ingin mengaktifkan grafik, klik <a href=""""%s""""> sini </ a>."";;;;",,,
"Checkbox,""Kotak Cek"";;;;",,,
"Child Transactions,""Transaksi Anak"";;;;",,,
"Choose Store View,""Pilih Tampilan Toko"";;;;",,,
"Choose a selection...,""Memilih Pilihan..."";;;;",,,
"Choose an attribute,""Pilih atribut"";;;;",,,
"Chosen category does not associated with any website, ,""Kategori yang dipilih tidak terkait dengan situs web apapun,"";;;;",,,
"Chosen product does not associated with any website, ,""Produk yang dipilih tidak terkait dengan situs web apapun,, "";;;;",,,
"Clear,""Bersihkan"";;;;",,,
"Close,""Tutup"";;;;",,,
"Comment text field can not be empty.,""Komentar kolom teks tidak boleh kosong."";;;;",,,
"Comments History,""Riwayat komentar"";;;;",,,
"Complete,""Selesai"";;;;",,,
"Configuration,""Konfigurasi"";;;;",,,
"Configuration successfully saved,""Konfigurasi berhasil disimpan"";;;;",,,
"Confirmed email:,""Email yang dikonfirmasi:"";;;;",,,
"Connect with the Magento Community,""menghubungkan dengan komunitas magento"";;;;",,,
"Contents,""isi"";;;;",,,
"Continue,""Lanjut"";;;;",,,
"Convert to Plain Text,""dikonversi ke teks biasa"";;;;",,,
"Cookie (unsafe),""Cookie (tidak aman)"";;;;",,,
"Country,""Negara"";;;;",,,
"Country:,""Negara:"";;;;",,,
"Coupons,""Voucher"";;;;",,,
"Create,""Membuat"";;;;",,,
"Create DB Backup,""Membuat DB Backup"";;;;",,,
"Create New Attribute,""Membuat Atribut Baru"";;;;",,,
"Create URL Rewrite:,""Membua URL Rewrite:"";;;;",,,
"Created At,""Membuat di"";;;;",,,
"Credit Card %s,""Kartu Kredit%s"";;;;",,,
"Credit Card Number,""Nomor Kartu Kredit"";;;;",,,
"Credit Card Number: xxxx-%s,""Nomor Kartu Kredit: xxxx-%s"";;;;",,,
"Credit Card Type,""Tipe Kartu Kredit"";;;;",,,
"Credit Card Type: %s,""Tipe Kartu Kredit: %s"";;;;",,,
"Credit Memo History,""Riwayat Memo Kredit"";;;;",,,
"Credit Memo Totals,""Total Memo Kredit"";;;;",,,
"Credit Memos,""Memo Kredit"";;;;",,,
"Credit memo #%s comment added,""Memo Kredit #%s Komentar ditambahkan"";;;;",,,
"Credit memo #%s created,""Memo Kredit #%s Dibuat"";;;;",,,
"Credit memo\'s total must be positive.,""Memo Kredit Total Harus Positive."";;;;",,,
"Currency,""Mata Uang"";;;;",,,
"Currency Information,""Informasi Mata Uang"";;;;",,,
"Currency Setup Section,""Bagian Setting Mata Uang"";;;;",,,
"Current Configuration Scope:,""Cakupan Konfigurasi Sekarang:"";;;;",,,
"Current Release Information,""Informasi Rilis Sekarang"";;;;",,,
"Custom,""Khusus"";;;;",,,
"Custom Colors,""Warna Khusus"";;;;",,,
"Custom Variable ""%s"",""Variabel Khusus """"%s"""""";;;;",,,
"Custom Variables,""Variabel Khusus"";;;;",,,
"Customer,""Pelanggan"";;;;",,,
"Customer Group:,""Kelompok Pelanggan:"";;;;",,,
"Customer Groups,""Kelompok Pelanggan"";;;;",,,
"Customer Name,""Nama Pelanggan"";;;;",,,
"Customer Reviews,""Review Pelanggan"";;;;",,,
"Customer Shopping Carts,""Daftar Belanja Pelanggan"";;;;",,,
"Customer Since:,""Pelanggan Sejak:"";;;;",,,
"Customer Tax Classes,""Kelas Pajak Pelanggan"";;;;",,,
"Customer with the same email already exists.,""Pelanggan Dengan Email Yang Sama Sudah Tersedia."";;;;",,,
"Customers,""Pelanggan"";;;;",,,
"Customers by Number of Orders,""Pelanggan dengan jumlah pesanan"";;;;",,,
"Customers by Orders Total,""Pelanggan dengan Total pesanan"";;;;",,,
"DHTML Date/Time Selector,""DHTML Tanggal/Pilihan Waktu"";;;;",,,
"Dashboard,""Dasbor"";;;;",,,
"Data Format,""Data Format"";;;;",,,
"Data transfer:,""Data transfer:"";;;;",,,
"Database,""Database"";;;;",,,
"Dataflow - Advance Profiles,""Dataflow - Profil Lanjutan"";;;;",,,
"Dataflow - Advanced Profiles,""Dataflow - Profil Lanjutan"";;;;",,,
"Dataflow - Profiles,""Dataflow - Profil"";;;;",,,
"Date,""Tanggal"";;;;",,,
"Date & Time,""Tanggal & Waktu"";;;;",,,
"Date Added,""Tanggal Ditambahkan"";;;;",,,
"Date Updated,""Tanggal Diperbaharui"";;;;",,,
"Date selection:,""Date selection:"";;;;",,,
"Date selector,""Pemilihan tanggal"";;;;",,,
"Date:,""Tanggal:"";;;;",,,
"Day,""Hari"";;;;",,,
"Decimal separator:,""Pemisah Desimal:"";;;;",,,
"Default (Admin) Values,""Nilai Acuan (Admin)"";;;;",,,
"Default Config,""Konfigurasi Acuan"";;;;",,,
"Default Template from Locale,""Kerangka Standar Lokal"";;;;",,,
"Default Values,""Nilai Acuan (Admin)"";;;;",,,
"Default display currency ""%s"" is not available in allowed currencies,""Tampilan standar mata uang""""%s"""" tidak tersedia dalam mata uang diperbolehkan"";;;;",,,
"Default scope,""lingkup standar"";;;;",,,
"Delete,""Hapus"";;;;",,,
"Delete %s,""Hapus %s"";;;;",,,
"Delete %s '%s',""Hapus %s '%s'"";;;;",,,
"Delete File,""Hapus File"";;;;",,,
"Delete Image,""Hapus Gambar"";;;;",,,
"Delete Profile,""Hapus Profil"";;;;",,,
"Delete Role,""Hapus Peranan"";;;;",,,
"Delete Store,""Hapus Toko"";;;;",,,
"Delete Store View,""Hapus Tampilan Toko"";;;;",,,
"Delete Template,""Hapus Kerangka"";;;;",,,
"Delete User,""Hapus Pengguna"";;;;",,,
"Delete Website,""Hapus Situs"";;;;",,,
"Description,""Keterangan"";;;;",,,
"Deselect All,""Hapus semua pilihan"";;;;",,,
"Design,""Desain"";;;;",,,
"Design Section,""Bagian Desain"";;;;",,,
"Design change deleted,""Perubahan desain dihapus"";;;;",,,
"Design change saved,""Perubahan desain disimpan"";;;;",,,
"Developer Section,""Bagian pengembang"";;;;",,,
"Direction:,""Arahan:"";;;;",,,
"Disable,""Non aktif"";;;;",,,
"Disabled,""Non Aktif"";;;;",,,
"Discount Amount,""Besaran Diskon"";;;;",,,
"Display %s first,""Tampilan %s Pertama"";;;;",,,
"Display default currency,""Tampilan Mata Uang standar"";;;;",,,
"Distributed under GNU LGPL. See %s for details.,""Didistribusikan dibawah GNU LGPL. Lihat  %s untuk detail."";;;;",,,
"Do not enable AVS or CSC options.  The do not work when using Payflow Link Silent Mode.,""Jangan mengaktifkan AVS atau opsi CSC. Tidak berfungsi ketika menggunakan Payflow Tautan Mode Diam"";;;;",,,
"Do not set any fields in the Billing and Shipping Information block as editable in your Payflow accout.,""Jangan Mengatur Bidang diPenagihan dan Memblokir Pengiriman Informasi Sebagaimana di edit dalam Akun Payflow Anda."";;;;",,,
"Do you really want to KILL parallel process and start new indexing process?,""Apakah Anda benar-benar ingin mengakhiri proses paralel dan memulai proses pengindekan baru?"";;;;",,,
"Download,""Unduh"";;;;",,,
"Downloads,""Unduh"";;;;",,,
"Drag to move,""Geser untuk memindahkan"";;;;",,,
"Drop-down,""lepaskan-kebawah"";;;;",,,
"Edit,""sunting"";;;;",,,
"Edit Design Change,""Sunting Perubahan Desain"";;;;",,,
"Edit Email Template,""Ubah Kerangka Email"";;;;",,,
"Edit Filter,""Sunting Filter"";;;;",,,
"Edit Poll,""Ubah Pemilihan"";;;;",,,
"Edit Queue,""Ubah Baris"";;;;",,,
"Edit Review,""Ubah Review"";;;;",,,
"Edit Role,""Ubah Peranan"";;;;",,,
"Edit Store View,""Ubah Tampilan Toko"";;;;",,,
"Edit System Template,""Ubah Sistem Kerangka"";;;;",,,
"Edit Tag,""Ubah Label"";;;;",,,
"Edit Template,""Ubah Kerangka"";;;;",,,
"Edit Urlrewrite,""Ubah Url Tulis ulang"";;;;",,,
"Edit User,""Ubah Pengguna"";;;;",,,
"Edit User '%s',""Ubah pengguna '%s'"";;;;",,,
"Edit Website,""Ubah Situs"";;;;",,,
"Email,""Email"";;;;",,,
"Email Address:,""Alamat Email:"";;;;",,,
"Email Preview,""Tampilan Email"";;;;",,,
"Email address is empty.,""Alamat email kosong."";;;;",,,
"Email to a Friend,""Email ke Teman"";;;;",,,
"Email:,""Email:"";;;;",,,
"Enable,""Aktifkan"";;;;",,,
"Enable Secure Token:,""mengaktifkan tanda aman:"";;;;",,,
"Enabled,""Aktif"";;;;",,,
"Enclose Values In:,""menyertakan nilai dalam:"";;;;",,,
"Entity Attributes,""Atribut entitas"";;;;",,,
"Entity Type,""Tipe Entitas"";;;;",,,
"Entity type:,""Tipe Entitas:"";;;;",,,
"Error,""Galat"";;;;",,,
"Excel XML,""Excel XML"";;;;",,,
"Excl. Tax,""Diluar pajak"";;;;",,,
"Exclude,""Tidak disertakan"";;;;",,,
"Exclude (comma separated),""Tidak disertakan (dipisahkan oleh koma)"";;;;",,,
"Expiration Date,""Tanggal Kadaluarsa"";;;;",,,
"Expiration Date: %s/%s,""Tanggal Kadaluarsa: %s/%s"";;;;",,,
"Export,""Ekspor"";;;;",,,
"Export CSV,""Ekspor CSV"";;;;",,,
"Export FAQ,""Ekspor FAQ"";;;;",,,
"Export Filters,""Ekspor Filters"";;;;",,,
"Export to:,""Ekspor ke:"";;;;",,,
"Export:,""Ekspor:"";;;;",,,
"Extension,""Perluasan"";;;;",,,
"Extensions,""Perluasan"";;;;",,,
"FILTERS APPLIED,""filter diterapkan"";;;;",,,
"FTP Host[:Port],""FTP Host[:Port]"";;;;",,,
"Failed to add a product to cart by id ""%s"".,""Gagal untuk menambah produk ke daftar belanja dengan id """"%s""""."";;;;",,,
"Failed to cancel the billing agreement.,""Gagal untuk membatalkan kesepakatan penagihan."";;;;",,,
"Failed to clear the JavaScript/CSS cache.,""Gagal menghapus cache JavaScript / CSS."";;;;",,,
"Failed to delete the billing agreement.,""Gagal menghapus perjanjian penagihan."";;;;",,,
"Failed to update the profile.,""Gagal memperbarui profil."";;;;",,,
"Field,""Bidang"";;;;",,,
"Field Mapping,""Pemetaan Bidang"";;;;",,,
"File,""Berkas"";;;;",,,
"File Information,""Berkas Informasi"";;;;",,,
"File System,""Sistem Berkas"";;;;",,,
"File mode,""Mode Berkas"";;;;",,,
"File name:,""Berkas Nama:"";;;;",,,
"File size should be more than 0 bytes,""Ukuran file harus lebih dari 0 byte"";;;;",,,
"Files,""Berkas"";;;;",,,
"Final Price,""Harga Akhir"";;;;",,,
