"Are you sure you want to send Creditmemo email to customer?","Are you sure you want to send Creditmemo email to customer?"
"Are you sure you want to send Invoice email to customer?","Are you sure you want to send Invoice email to customer?"
"Are you sure you want to send Shipment email to customer?","Are you sure you want to send Shipment email to customer?"
"Are you sure you want to send order email to customer?","Are you sure you want to send order email to customer?"
"Are you sure you want to void the payment?","Are you sure you want to void the payment?"
"Are you sure?","Are you sure?"
"Are you sure? This order will be canceled and a new one will be created instead","Are you sure? This order will be canceled and a new one will be created instead"
"Assign Order Status to State","Assign Order Status to State"
"Assign Status to State","Assign Status to State"
"Assignment Information","Assignment Information"
"At least a payment ID must be set.","At least a payment ID must be set."
"Authorization","Authorization"
"Authorized amount of %s.","Authorized amount of %s."
"Authorizing amount of %s is pending approval on gateway.","Authorizing amount of %s is pending approval on gateway."
"Back","Back"
"Back to Billing Agreements","Back to Billing Agreements"
"Back to My Orders","Back to My Orders"
"Back to Recurring Profiles","Back to Recurring Profiles"
"Backordered","Backordered"
"Bestsellers","Bestsellers"
"Bill to Name","Bill to Name"
"Billing","Billing"
"Billing Address","Billing Address"
"Billing Agreement","Billing Agreement"
"Billing Agreement # %s","Billing Agreement # %s"
"Billing Agreement #%s","Billing Agreement #%s"
"Billing Agreement View","Billing Agreement View"
"Billing Agreements","Billing Agreements"
"Buy %s for price %s","Buy %s for price %s"
"Can not add order history.","Can not add order history."
"Can not create block ""%s""","Dtidak dapat membuat lok ""%s"""
"Can not do invoice for order.","Can not do invoice for order."
"Can not do shipment for order.","Tidak dapat melakukan pengiriman utnuk pesanan."
"Can not register existing creditmemo","Tidak dapat mendaftarkan memo kredit sekarang"
"Can not register existing invoice","Tidak dapat mendaftarkan invoice sekarang"
"Can not register existing shipment","Tidak dapat mendaftarkan pengiriman sekarang"
"Can't get order instance","Tidak dapat perihal pesanan"
"Cancel","Batal"
"Cancel invoice","Cancel invoice"
"Cancel order","Cancel order"
"Canceled","Dibatalkan"
"Cannot create an empty shipment.","Cannot create an empty shipment."
"Capture","Tangkap"
"Capture Amount","Nilai yang Ditangkap"
"Capture Offline","Capture Offline"
"Capture Online","Capture Online"
"Capture invoice","Capture invoice"
"Carrier","Kurir"
"Change Status","Ubah Status"
"Change status, add comments","Change status, add comments"
"Changing address information will not recalculate shipping, tax or other order amount.","Changing address information will not recalculate shipping, tax or other order amount."
"Checkout Totals Sort Order","Checkout Totals Sort Order"
"City","City"
"Click to change shipping method","Click to change shipping method"
"Close","Close"
"Closed","Closed"
"Comma-separated.","Comma-separated."
"Comment","Comment"
"Comment Text","Comment Text"
"Comments","Comments"
"Comments History","Comments History"
"Company","Company"
"Complete","Complete"
"Configure","Configure"
"Configure and Add to Order","Configure and Add to Order"
"Country","Country"
"Coupons","Coupons"
"Create","Create"
"Create New Customer","Create New Customer"
"Create New Order","Create New Order"
"Create New Order Status","Create New Order Status"
"Create New Order for %s","Create New Order for %s"
"Create New Order for %s in %s","Create New Order for %s in %s"
"Create New Order for New Customer","Create New Order for New Customer"
"Create New Order for New Customer in %s","Create New Order for New Customer in %s"
"Create New Status","Create New Status"
"Create Shipment","Create Shipment"
"Create new invoice for order","Create new invoice for order"
"Create new shipment for order","Create new shipment for order"
"Created At","Dibuat Pada"
"Credit Memo","Memo Kredit"
"Credit Memo #","Memo Kredit #"
"Credit Memo # ","Memo Kredit #"
"Credit Memo Comment Email Sender","Komentar Memo Kredit Pengirim Email"
"Credit Memo Comment Email Template","Komentar Memo Kredit Template Email"
"Credit Memo Comment Email Template for Guest","Credit Memo Comment Email Template for Guest"
"Credit Memo Comments","Komentar Memo Kredit"
"Credit Memo Email Sender","Pengirim Email Memo Kredit"
"Credit Memo Email Template","Template Email Kredit Memo"
"Credit Memo Email Template for Guest","Credit Memo Email Template for Guest"
"Credit Memo Update","Credit Memo Update"
"Credit Memo Update for Guest","Credit Memo Update for Guest"
"Credit Memos","Credit Memos"
"Credit memo has been created automatically","Credit memo has been created automatically"
"Creditmemo","Creditmemo"
"Custom Price","Custom Price"
"Custom Value","Custom Value"
"Customer","Customer"
"Customer Can Define Start Date","Customer Can Define Start Date"
"Customer Email","Customer Email"
"Customer Group","Customer Group"
"Customer Last Name","Customer Last Name"
"Customer My Account Order Creditmemo View","Customer My Account Order Creditmemo View"
"Customer My Account Order History","Customer My Account Order History"
"Customer My Account Order Invoice View","Customer My Account Order Invoice View"
"Customer My Account Order Shipment View","Customer My Account Order Shipment View"
"Customer My Account Order View","Customer My Account Order View"
"Customer Name","Customer Name"
"Customer\'s Current Activities","Customer\'s Current Activities"
"Date","Date"
"Date Shipped","Date Shipped"
"Default Status","Default Status"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)"
"Delete","Hapus"
"Description message","Description message"
"Discount","Diskon"
"Discount ","Diskon"
"Discount (%s)","Diskon (%s)"
"Discount :","Diskon :"
"Discount Amount","Nilai Diskon"
"Discount%s","Diskon%s"
"Display Order ID in Header","Display Order ID in Header"
"Edit","Edit"
"Edit Order","Edit Order"
"Edit Order #%s","Edit Order #%s"
"Edit Order %s %s Address","Edit Order %s %s Address"
"Edit Order Status","Edit Order Status"
"Email","Email"
"Email Copy of Credit Memo","Email Copy of Credit Memo"
"Email Copy of Invoice","Email Copy of Invoice"
"Email Copy of Shipment","Email Copy of Shipment"
"Email Order Confirmation","Email Order Confirmation"
"Enable","Enable"
"Enabled","Enabled"
"Error to Show in Shopping Cart","Error to Show in Shopping Cart"
"Excel XML","Excel XML"
"Excl. Tax","Excl. Tax"
"Expired","Expired"
"Failed to cancel the billing agreement.","Failed to cancel the billing agreement."
"Failed to create billing agreement for this order.","Failed to create billing agreement for this order."
"Failed to finish billing agreement wizard.","Failed to finish billing agreement wizard."
"Failed to send the order email.","Failed to send the order email."
"Failed to start billing agreement wizard.","Failed to start billing agreement wizard."
"Failed to update the payment.","Failed to update the payment."
"Failed to update the profile.","Failed to update the profile."
"Failed to void the payment.","Failed to void the payment."
"Fetch","Fetch"
"First Name","First Name"
"From","From"
"From Name","From Name"
"From:","From:"
"G.T. (Base)","G.T. (Base)"
"G.T. (Purchased)","G.T. (Purchased)"
"General Information","General Information"
"Get Payment Update","Get Payment Update"
"Get Update","Get Update"
"Get shipping methods and rates","Get shipping methods and rates"
"Gift Message","Gift Message"
"Gift Message for This Order","Gift Message for This Order"
"Gift Message for the Entire Order","Gift Message for the Entire Order"
"Gift Message for this Order","Gift Message for this Order"
"Gift Options","Gift Options"
"Grand Total","Grand Total"
"Grand Total to be charged","Grand Total yang akan ditagihkan"
"Grand Total:","Grand Total:"
"Guest","Tamu"
"Hold","Tahan"
"Hold action is not available","Aksi tahan tidak tersedia"
"Hold order","Hold order"
"ID","ID"
"ID #","ID #"
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %s. Transaction ID: ""%s""","IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %s. Transaction ID: ""%s"""
"If empty, the default description above will be used.","If empty, the default description above will be used."
"If empty, the default error above will be used.","If empty, the default error above will be used."
"If the invoice was created offline, try creating an offline creditmemo.","If the invoice was created offline, try creating an offline creditmemo."
"Incl. Tax","Incl. Tax"
"Information","Informasi"
"Invalid carrier specified.","Invalid carrier specified."
"Invalid draw line data. Please define ""lines"" array.","Invalid draw line data. Please define ""lines"" array."
"Invalid entity model","Invalid entity model"
"Invalid item option format.","Invalid item option format."
"Invalid qty to invoice item ""%s""","Invalid qty to invoice item ""%s"""
"Invalid qty to refund item ""%s""","Invalid qty to refund item ""%s"""
"Invalid qty to ship for item ""%s""","Invalid qty to ship for item ""%s"""
"Invalid renderer model","Invalid renderer model"
"Invalid request for adding product to quote","Invalid request for adding product to quote"
"Invoice","Invoice"
"Invoice #","Invoce #"
"Invoice # ","Invoice # "
"Invoice #%s","Invoice #%s"
"Invoice Comment Email Sender","Komentar Invoice Pengirim Email"
"Invoice Comment Email Template","Komentar Invoice Template Email"
"Invoice Comment Email Template for Guest","Invoice Comment Email Template for Guest"
"Invoice Comments","Komentar Invoice"
"Invoice Date","Tanggal Invoice"
"Invoice Email Sender","Pengirim Email Invoice"
"Invoice Email Template","Template Email Invoice"
"Invoice Email Template for Guest","Invoice Email Template for Guest"
"Invoice Update","Invoice Update"
"Invoice Update for Guest","Invoice Update for Guest"
"Invoice and Packing Slip Design","Invoice and Packing Slip Design"
"Invoice can not be canceled","Invoice can not be canceled"
"Invoice can not be captured","Invoice can not be captured"
"Invoice can not be void","Invoice can not be void"
"Invoice cancel problem","Invoice cancel problem"
"Invoice capture problem","Invoice capture problem"
"Invoice email not sent","Email invoce tidak terkirim"
"Invoice email sent","Email invoice terkirim"
"Invoice void problem","Invoice void problem"
"Invoiced","Ada Invoicenya"
"Invoices","Invoice"
"Item","Barang"
"Item Status","Item Status"
"Item object is not specified.","Item object is not specified."
"Item option with code %s already exist","Item option with code %s already exist"
"Item options declare error","Item options declare error"
"Item ordered qty","Item ordered qty"
"Item qty declaration error.","Item qty declaration error."
"Items","Items"
"Items Invoiced","Items Invoiced"
"Items Ordered","Items Ordered"
"Items Refunded","Items Refunded"
"Items Shipped","Items Shipped"
"Items maximum quantity or price do not allow checkout.","Items maximum quantity or price do not allow checkout."
"Items options declaration error.","Items options declaration error."
"Items to Refund","Items to Refund"
"Items to Ship","Items to Ship"
"Key","Key"
"Last Name","Last Name"
"Last Ordered Items","Last Ordered Items"
"Last status can\'t be unassigned from state.","Last status can\'t be unassigned from state."
"Link to the New Order","Link to the New Order"
"Link to the Previous Order","Link to the Previous Order"
"Logo for HTML Print View","Logo for HTML Print View"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)"
"Logo for HTML print view","Logo for HTML print view"
"Logo for PDF print-outs (200x50)","Logo for PDF print-outs (200x50)"
"Message","Pesan"
"Message:","Pesan:"
"Minimum amount","Minimum amount"
"Minimum order amount","Minimum order amount"
"Mixed","Campur"
"Move to Shopping Cart","Move to Shopping Cart"
"Move to Wishlist","Move to Wishlist"
"Multi-address description message","Multi-address description message"
"Multi-address error to show in shopping cart","Multi-address error to show in shopping cart"
"My Orders","Pesanan Saya"
"My Orders - Details","Pesanan Saya - Detail"
"Name","Nama"
"New","Baru"
"New Credit Memo","Memo Kredit Baru"
"New Credit Memo for Guest","New Credit Memo for Guest"
"New Invoice","Invoice Baru"
"New Invoice for Guest","New Invoice for Guest"
"New Order","Buat Pesanan"
"New Order Confirmation Email Sender","Pengirim Email Konfirmasi Pesanan Baru"
"New Order Confirmation Template","Template Konfirmasi Pesanan Baru"
"New Order Confirmation Template for Guest","New Order Confirmation Template for Guest"
"New Order RSS","New Order RSS"
"New Order Status","New Order Status"
"New Order for Guest","New Order for Guest"
"New Shipment","Pengiriman Baru"
"New Shipment for Guest","New Shipment for Guest"
"New Status","Status Baru"
"Newsletter Subscription","Pendaftaran Surat"
"No Items","No Items"
"No Items To Refund","No Items To Refund"
"No Payment Methods","Tidak ada Metode Pembayaran"
"No detail for number ""%s""","Tidak ada detail untuk nomer ""%s"""
"No items","Tidak ada barang"
"No ordered items","No ordered items"
"No shipping information available","No shipping information available"
"Not Capture","Not Capture"
"Not Notified","Not Notified"
"Notified","Notified"
"Notify Customer by Email","Notify Customer by Email"
"Number","Number"
"Number of Invoiced Orders","Number of Invoiced Orders"
"Number of Orders","Number of Orders"
"Number of Refunded Orders","Number of Refunded Orders"
"Offline Refunded","Offline Refunded"
"On Hold","On Hold"
"Online Refunded","Online Refunded"
"Order","Order"
"Order #","Order #"
"Order # ","Order # "
"Order # %s","Order # %s"
"Order # %s %s | %s","Order # %s %s | %s"
"Order #%s","Order #%s"
"Order #%s - %s","Order #%s - %s"
"Order API","Order API"
"Order Address Information","Order Address Information"
"Order Comment","Order Comment"
"Order Comment Email Sender","Order Comment Email Sender"
"Order Comment Email Template","Order Comment Email Template"
"Order Comment Email Template for Guest","Order Comment Email Template for Guest"
"Order Comments","Komentar Pesanan"
"Order Credit Memos","Order Credit Memos"
"Order Currency:","Mata Uang Pesanan:"
"Order Date","Tanggal Pesanan"
"Order Date (%s)","Order Date (%s)"
"Order Date: ","Order Date: "
"Order Date: %s","Order Date: %s"
"Order Details","Order Details"
"Order Grand Total","Order Grand Total"
"Order History","Order History"
"Order History Info","Order History Info"
"Order ID","Order ID"
"Order Information","Order Information"
"Order Invoices","Order Invoices"
"Order Shipments","Order Shipments"
"Order State","Order State"
"Order Status","Order Status"
"Order Status Information","Order Status Information"
"Order Statuses","Order Statuses"
"Order Subtotal","Order Subtotal"
"Order Taxes Report Grouped by Tax Rates","Order Taxes Report Grouped by Tax Rates"
"Order Total","Order Total"
"Order Totals","Order Totals"
"Order Update","Order Update"
"Order Update for Guest","Order Update for Guest"
"Order View","Tampil Pesanan"
"Order invoice","Order invoice"
"Order is suspended as its capture amount %s is suspected to be fraudulent.","Order is suspended as its capture amount %s is suspected to be fraudulent."
"Order object is not specified.","Order object is not specified."
"Order saving error: %s","Penyimpanan pesanan error: %s"
"Order shipments","Order shipments"
"Order status does not exist.","Order status does not exist."
"Order status with the same status code already exist.","Order status with the same status code already exist."
"Order was placed using %s","Order was placed using %s"
"Ordered","Ordered"
"Ordered amount of %s.","Ordered amount of %s."
"Ordering amount of %s is pending approval on gateway.","Ordering amount of %s is pending approval on gateway."
"Orders","Orders"
"Original Price","Original Price"
"Original order item that recurring payment profile correspondss to.","Original order item that recurring payment profile correspondss to."
"PDF Credit Memos","PDF Credit Memos"
"PDF Invoices","PDF Invoices"
"PDF Packingslips","PDF Slip Paket"
"PDF Print-outs","PDF Print-outs"
"PDF object is not specified.","PDF object is not specified."
"PDF page object is not specified.","PDF page object is not specified."
"Packingslip # ","Slip paket #"
"Paid","Terbayar"
"Paid Amount","Nilai Terbayar"
"Partial","Sebagian"
"Payment Failed","Pembayaran Gagal"
"Payment Information","Informasi Pembayaran"
"Payment Method","Metode Pembayaran"
"Payment Method:","Cara Pembayaran:"
"Pending","Tunda"
"Pending PayPal","Pending PayPal"
"Pending Payment","Pending Payment"
"Placed from IP","Placed from IP"
"Please enter positive number in this field.","Please enter positive number in this field."
"Please select a customer","Pilih konsumen"
"Please select a store","Pilih toko"
"Please select products to add","Pilih profuk untuk ditambahkan"
"Price","Harga"
"Print","Cetak"
"Print All","Cetak Semua"
"Print All Invoices","Cetak Semua Invoice"
"Print All Refunds","Cetak Semua Pengembalian"
"Print All Shipments","Cetak Semua Pengiriman"
"Print Credit Memos","Cetak Memo Kredit"
"Print Invoice","Cetak Invoice"
"Print Invoices","Cetak Invoice"
"Print Order","Print Order"
"Print Order # %s","Print Order # %s"
"Print Packingslips","Cetak Slip Paket"
"Print Refund","Cetak Pengembalian"
"Print Shipment","Cetak Pengiriman"
"Processing","Memproses"
"Processing data problem","Memproses problem pada data"
"Product","Produk"
"Product Name","Nama Produk"
"Products","Produk"
"Products in Compare List","Produk pada Daftar Perbandingan"
"Purchased From","Dibeli Dari"
"Purchased On","Dipeli Pada"
"Purchased from (store)","Dibeli dari (toko)"
"QTY","KUANTITAS"
"Qty","Kuantitas"
"Qty Invoiced","Kuantitas Diinvoicekan"
"Qty Ordered","Kuantitas Dibeli"
"Qty Shipped","Kuantitas Dikirim"
"Qty To Add","Kuantitas untuk Ditambahkan"
"Qty to Invoice","Kuantitas untuk Invoice"
"Qty to Refund","Qty to Refund"
"Qty to Ship","Qty to Ship"
"Quantity Ordered","Quantity Ordered"
"Quote item id is not received.","Quote item id is not received."
"Quote item is not loaded.","Quote item is not loaded."
"Rate","Rate"
"Recent Orders","Recent Orders"
"Recently Compared Products","Recently Compared Products"
"Recently Viewed","Recently Viewed"
"Recently Viewed Products","Recently Viewed Products"
"Recurring Profile # %s","Recurring Profile # %s"
"Recurring Profile Initial Fee","Recurring Profile Initial Fee"
"Recurring Profiles","Recurring Profiles"
"Recurring Profiles (beta)","Recurring Profiles (beta)"
"Reference ID","Reference ID"
"Reference ID:","Reference ID:"
"Refresh","Refresh"
"Refund","Pengembalian"
"Refund #","Pengembalian #"
"Refund #%s","Pengembalian #%s"
"Refund Amount","Nilai Pengembalian"
"Refund Offline","Pengembalian Offline"
"Refund Shipping","Refund Shipping"
"Refund Totals","Refund Totals"
"Refunded","Refunded"
"Refunded amount of %s offline.","Refunded amount of %s offline."
"Refunded amount of %s online.","Refunded amount of %s online."
"Refunds","Refunds"
"Registered a Void notification.","Registered a Void notification."
"Registered notification about approved payment.","Registered notification about approved payment."
"Registered notification about captured amount of %s.","Registered notification about captured amount of %s."
"Registered notification about denied payment.","Registered notification about denied payment."
"Registered notification about refunded amount of %s.","Registered notification about refunded amount of %s."
"Registered update about approved payment.","Registered update about approved payment."
"Registered update about denied payment.","Registered update about denied payment."
"Regular Payment","Regular Payment"
"Related Orders","Related Orders"
"Remove","Remove"
"Remove Coupon Code","Remove Coupon Code"
"Remove tracking number","Remove tracking number"
"Reorder","Pesan lagi"
"Retrieve invoice info","Retrieve invoice info"
"Retrieve invoice information","Retrieve invoice information"
"Retrieve list of invoices by filters","Retrieve list of invoices by filters"
"Retrieve list of orders by filters","Retrieve list of orders by filters"
"Retrieve list of shipments by filters","Retrieve list of shipments by filters"
"Retrieve order information","Retrieve order information"
"Retrieve orders info","Retrieve orders info"
"Retrieve shipment info","Retrieve shipment info"
"Retrieve shipment information","Retrieve shipment information"
"Return to Stock","Return to Stock"
"Returned","Dikembalikan"
"Row Subtotal","Row Subtotal"
"Row Total","Total Baris"
"SHIP TO:","KIRIM KE:"
"SKU","SKU"
"SOLD TO:","TERJUAL KE:"
"Sales","Sales"
"Sales Emails","Email Sales"
"Sales Emails Section","Sales Emails Section"
"Sales Section","Sales Section"
"Sales Shipment Print View","Sales Shipment Print View"
"Sales Shipping","Sales Shipping"
"Sales Tax","Sales Tax"
"Sales Total","Sales Total"
"Same As Billing Address","Same As Billing Address"
"Save Order Address","Save Order Address"
"Save Status","Save Status"
"Save Status Assignment","Save Status Assignment"
"Save in address book","Save in address book"
"Schedule","Schedule"
"Select","Select"
"Select from existing customer addresses:","Select from existing customer addresses:"
"Send Credit Memo Comment Email Copy To","Send Credit Memo Comment Email Copy To"
"Send Credit Memo Email Copy To","Send Credit Memo Email Copy To"
"Send Email","Send Email"
"Send Invoice Comment Email Copy To","Send Invoice Comment Email Copy To"
"Send Invoice Email Copy To","Send Invoice Email Copy To"
"Send Order Comment Email Copy To","Send Order Comment Email Copy To"
"Send Order Email","Send Order Email"
"Send Order Email Copy Method","Send Order Email Copy Method"
"Send Order Email Copy To","Kirim Kopi Email Penjualan"
"Send Shipment Comment Email Copy To","Kirim Kopi Email Komentar Pengiriman Ke"
"Send Shipment Email Copy To","Kirim Kopi Email Pengiriman"
"Send Tracking Information","Kirim Informasi Pelacak"
"Ship","Kirim"
"Ship to","Kirim Ke"
"Ship to First name","Kirim ke Nama depan"
"Ship to Last name","Kirim ke Nama belakang"
"Ship to Name","Kirim ke Nama"
"Shipment","Pengiriman"
"Shipment #","Pengiriman #"
"Shipment #%s","Pengiriman #%s"
"Shipment Comment Email Sender","Pengirim Email Komentar Pengiriman"
"Shipment Comment Email Template","Template Email Komentar Pengiriman"
"Shipment Comment Email Template for Guest","Shipment Comment Email Template for Guest"
"Shipment Comments","Komentar Pengiriman"
"Shipment Email Sender","Pengirim Email Pengiriman"
"Shipment Email Template","Template Email Pengiriman"
"Shipment Email Template for Guest","Shipment Email Template for Guest"
"Shipment Update","Shipment Update"
"Shipment Update for Guest","Shipment Update for Guest"
"Shipment email not sent","Email pengiriman tidak terkirim"
"Shipment email sent","Email pengiriman terkirim"
"Shipments","Pengiriman"
"Shipped","Terkirim"
"Shipped By","Dikirim Oleh"
"Shipping","Ekspedisi"
"Shipping & Handling","Pengiriman & Penanganan"
"Shipping & Handling:","Pengiriman & Penanganan:"
"Shipping &amp; Handling","Pengiriman &amp; Penanganan"
"Shipping &amp; Handling Information","Pengiriman &amp; Informasi Penanganan"
"Shipping Address","Alamat Pengiriman"
"Shipping Amount","Nilai Pengiriman"
"Shipping Information","Informasi Pengiriman"
"Shipping Method","Metode Pengiriman"
"Shipping Method:","Metode Pengiriman:"
"Shipping Refund","Pengembalian Pengiriman"
"Shipping and Tracking Information","Shipping and Tracking Information"
"Shopping Cart","Belanjaan"
"Signed Up From","Ditandatangani Dari"
"Sku","Sku"
"Some of the products below do not have all the required options. Please edit them and configure all the required options.","Some of the products below do not have all the required options. Please edit them and configure all the required options."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"Source object is not specified.","Source object is not specified."
"Specified profile does not exist.","Specified profile does not exist."
"State Code [State Title]","State Code [State Title]"
"State/Province","State/Province"
"Status","Status"
"Status Code","Status Code"
"Status Label","Status Label"
"Status:","Status:"
"Store Credit","Store Credit"
"Store View Specific Labels","Store View Specific Labels"
"Street Address","Street Address"
"Submit Comment","Submit Comment"
"Submit Credit Memo","Submit Credit Memo"
"Submit Invoice","Submit Invoice"
"Submit Invoice and Shipment","Submit Invoice and Shipment"
"Submit Order","Submit Order"
"Submit Shipment","Submit Shipment"
"Subscribe to Newsletter","Subscribe to Newsletter"
"Subscribe to Order Status","Subscribe to Order Status"
"Subtotal","Subtotal"
"Subtotal after discount","Subtotal after discount"
"Subtotal:","Subtotal:"
"Suspected Fraud","Suspected Fraud"
"Suspend","Suspend"
"Suspended","Suspended"
"Tax","Tax"
"Tax Amount","Tax Amount"
"Tax Percent","Tax Percent"
"Telephone","Telephone"
"The Order State ""%s"" must not be set manually.","The Order State ""%s"" must not be set manually."
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%s"" has been canceled.","The billing agreement ""%s"" has been canceled."
"The billing agreement ""%s"" has been created.","The billing agreement ""%s"" has been created."
"The coupon code has been accepted.","The coupon code has been accepted."
"The message has been sent.","The message has been sent."
"The message was sent.","The message was sent."
"The order address has been updated.","The order address has been updated."
"The order email has been sent.","The order email has been sent."
"The order has been cancelled.","The order has been cancelled."
"The order has been created.","The order has been created."
"The order has been put on hold.","The order has been put on hold."
"The order has been released from holding status.","The order has been released from holding status."
"The order has not been cancelled.","The order has not been cancelled."
"The order status has been assigned.","The order status has been assigned."
"The order status has been saved.","The order status has been saved."
"The order status has been unassigned.","The order status has been unassigned."
"The order was not put on hold.","The order was not put on hold."
"The order was not unheld.","The order was not unheld."
"The order was placed using %s","The order was placed using %s"
"The order(s) cannot be canceled","The order(s) cannot be canceled"
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment has been voided.","The payment has been voided."
"The profile has been updated.","The profile has been updated."
"The profile has no changes.","The profile has no changes."
"The profile state has been updated.","The profile state has been updated."
"The requested Payment Method is not available.","The requested Payment Method is not available."
"The transaction ""%s"" (%s) is already closed.","The transaction ""%s"" (%s) is already closed."
"The transaction ""%s"" cannot be captured yet.","The transaction ""%s"" cannot be captured yet."
"There are no billing agreements yet.","There are no billing agreements yet."
"There are no printable documents related to selected orders.","There are no printable documents related to selected orders."
"There is no need to approve this payment.","There is no need to approve this payment."
"There is no need to deny this payment.","There is no need to deny this payment."
"There is no update for the payment.","There is no update for the payment."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","This message will be shown in shopping cart when subtotal after discount less than minimum amount."
"This operation requires an existing transaction object.","This operation requires an existing transaction object."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed."
"This order no longer exists.","This order no longer exists."
"This product does not have any configurable options","This product does not have any configurable options"
"This product has not been configured.","This product has not been configured."
"This profile state cannot be changed to ""%s"".","This profile state cannot be changed to ""%s""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?"
"Tier Pricing","Tier Pricing"
"Title","Judul"
"To","Ke"
"To Name","Nama Ke"
"To:","Ke:"
"Total %d product(s)","Total %d product(s)"
"Total Due","Total Terhutang"
"Total Paid","Total Dibayar"
"Total Qty","Total Kuantitas"
"Total Refund","Total Pengembalian"
"Total Refunded","Total Dikembalikan"
"Total Shipping Charges","Total Shipping Charges"
"Total Tax","Total Tax"
"Track Order","Track Order"
"Track all shipment(s)","Track all shipment(s)"
"Track all shipments","Track all shipments"
"Track this shipment","Track this shipment"
"Track your order","Track your order"
"Tracking","Tracking"
"Tracking Number","Tracking Number"
"Tracking Number(s):","Tracking Number(s):"
"Transaction ""%s"" was already processed.","Transaction ""%s"" was already processed."
"Transaction ID","Transaction ID"
"Transaction ID must not be empty.","Transaction ID must not be empty."
"Transaction ID: ""%s"".","Transaction ID: ""%s""."
"Transaction Type","Transaction Type"
"Transactions","Transactions"
"Trial ","Trial "
"Trial Payment","Trial Payment"
"Trial Period","Trial Period"
"Trial period payment","Trial period payment"
"Unassign","Unassign"
"Unhold","Unhold"
"Unhold action is not available.","Unhold action is not available."
"Unhold order","Unhold order"
"Unknown State","Unknown State"
"Unknown Status","Unknown Status"
